id,date,receiver_deliverer,details,amount,currency,debit_credit
271,2020-04-12,Neste\Loksa,'5555******4444 12.04.20  Neste\Loksa,45.36,EUR,D
272,2020-04-12,Euro Oil\Antsla,'5555******4444 12.04.20  Euro Oil\Antsla,49.99,EUR,D
273,2020-04-12,Alexela\Kuressaare,'5555******4444 12.04.20  Alexela\Kuressaare,81.5,EUR,D
274,2020-04-13,Kaubamaja e-pood\Saku,'5555******4444 13.04.20  Kaubamaja e-pood\Saku,225.49,EUR,D
275,2020-04-15,Euro Oil\Loksa,'5555******4444 15.04.20  Euro Oil\Loksa,58.34,EUR,D
276,2020-04-15,Maxima e-pood\Viljandi,'5555******4444 15.04.20  Maxima e-pood\Viljandi,267.38,EUR,D
277,2020-04-15,Rasmus,Transaction with Rasmus,508.33,EUR,D
278,2020-04-15,Kertu,Salary from Kertu,2470.84,EUR,K
279,2020-04-16,Tondi Elektroonika\Mustvee,'5555******4444 16.04.20  Tondi Elektroonika\Mustvee,179.11,EUR,D
280,2020-04-16,Liina,Salary from Liina,4731.51,EUR,K
281,2020-04-17,Statoil\Kuressaare,'5555******4444 17.04.20  Statoil\Kuressaare,93.54,EUR,D
282,2020-04-18,Fixus\Kose,'5555******4444 18.04.20  Fixus\Kose,26.8,EUR,D
283,2020-04-18,Selver\Valga,'5555******4444 18.04.20  Selver\Valga,468.4,EUR,D
284,2020-04-18,Annika,Transaction with Annika,20.2,EUR,D
285,2020-04-18,Birgit,Transaction with Birgit,307.39,EUR,K
286,2020-04-19,Tuuli,Transaction with Tuuli,226.22,EUR,D
287,2020-04-19,Matkasport\Kilingi-Nõmme,'5555******4444 19.04.20  Matkasport\Kilingi-Nõmme,167.12,EUR,D
288,2020-04-19,Hansapost\Türi,'5555******4444 19.04.20  Hansapost\Türi,315.62,EUR,D
289,2020-04-20,Neste\Kose,'5555******4444 20.04.20  Neste\Kose,56.22,EUR,D
290,2020-04-20,Rahva Raamat\Valga,'5555******4444 20.04.20  Rahva Raamat\Valga,118.65,EUR,D
291,2020-04-21,Monton\Tõrva,'5555******4444 21.04.20  Monton\Tõrva,300.57,EUR,D
292,2020-04-22,Euro Oil\Narva,'5555******4444 22.04.20  Euro Oil\Narva,75.12,EUR,D
293,2020-04-22,Indrek,Transaction with Indrek,513.76,EUR,K
294,2020-04-22,Andres,Transaction with Andres,695.34,EUR,D
295,2020-04-22,Decora\Muhu,'5555******4444 22.04.20  Decora\Muhu,352.98,EUR,D
296,2020-04-23,Klick\Türi,'5555******4444 23.04.20  Klick\Türi,179.18,EUR,D
297,2020-04-23,Südameapteek\Valga,'5555******4444 23.04.20  Südameapteek\Valga,43.93,EUR,D
298,2020-04-23,PetCenter\Tabasalu,'5555******4444 23.04.20  PetCenter\Tabasalu,411.06,EUR,D
299,2020-04-23,Circle K\Tabasalu,'5555******4444 23.04.20  Circle K\Tabasalu,88.67,EUR,D
300,2020-04-23,Rahva Raamat e-pood\Mustvee,'5555******4444 23.04.20  Rahva Raamat e-pood\Mustvee,442.28,EUR,D
301,2020-04-24,Grete,Transaction with Grete,660.09,EUR,D
302,2020-04-24,Janek,Transaction with Janek,36.38,EUR,K
303,2020-04-24,Oskar,Transaction with Oskar,510.28,EUR,D
304,2020-04-24,Utilitas\Elva,'5555******4444 24.04.20  Utilitas\Elva,170.53,EUR,D
305,2020-04-24,Pärnu Keskus\Otepää,'5555******4444 24.04.20  Pärnu Keskus\Otepää,384.92,EUR,D
306,2020-04-26,Eeden Keskus\Kunda,'5555******4444 26.04.20  Eeden Keskus\Kunda,347.07,EUR,D
307,2020-04-28,Circle K\Põlva,'5555******4444 28.04.20  Circle K\Põlva,50.95,EUR,D
308,2020-04-29,Arno,Transaction with Arno,864.66,EUR,K
309,2020-04-29,Balticom\Otepää,'5555******4444 29.04.20  Balticom\Otepää,135.2,EUR,D
310,2020-04-30,Helena,Salary from Helena,4333.2,EUR,K
311,2020-05-01,If Kindlustus\Muhu,'5555******4444 01.05.20  If Kindlustus\Muhu,195.47,EUR,D
312,2020-05-01,Apollo e-pood\Võsu,'5555******4444 01.05.20  Apollo e-pood\Võsu,293.05,EUR,D
313,2020-05-01,Statoil\Türi,'5555******4444 01.05.20  Statoil\Türi,69.48,EUR,D
314,2020-05-01,Olerex\Kärdla,'5555******4444 01.05.20  Olerex\Kärdla,32.43,EUR,D
315,2020-05-01,Magaziin\Luunja,'5555******4444 01.05.20  Magaziin\Luunja,132.12,EUR,D
316,2020-05-02,Helena,Transaction with Helena,478.73,EUR,K
317,2020-05-02,Alexela\Viljandi,'5555******4444 02.05.20  Alexela\Viljandi,99.02,EUR,D
318,2020-05-02,Neste\Paldiski,'5555******4444 02.05.20  Neste\Paldiski,30.08,EUR,D
319,2020-05-02,Terminal Oil\Luunja,'5555******4444 02.05.20  Terminal Oil\Luunja,84.24,EUR,D
320,2020-05-03,T1 Mall of Tallinn\Kärdla,'5555******4444 03.05.20  T1 Mall of Tallinn\Kärdla,483.19,EUR,D
321,2020-05-04,Kangadzungel\Saku,'5555******4444 04.05.20  Kangadzungel\Saku,400.83,EUR,D
322,2020-05-05,Erki,Salary from Erki,4243.38,EUR,K
323,2020-05-05,Matkasport\Kilingi-Nõmme,'5555******4444 05.05.20  Matkasport\Kilingi-Nõmme,331.0,EUR,D
324,2020-05-05,Kristiine Keskus\Mustvee,'5555******4444 05.05.20  Kristiine Keskus\Mustvee,354.24,EUR,D
325,2020-05-05,Jysk\Kilingi-Nõmme,'5555******4444 05.05.20  Jysk\Kilingi-Nõmme,414.96,EUR,D
326,2020-05-05,Hortes\Kärdla,'5555******4444 05.05.20  Hortes\Kärdla,339.73,EUR,D
327,2020-05-08,Mihkel,Transaction with Mihkel,109.23,EUR,K
328,2020-05-08,Koduekstra\Tartu,'5555******4444 08.05.20  Koduekstra\Tartu,475.87,EUR,D
329,2020-05-09,Matkasell\Tartu,'5555******4444 09.05.20  Matkasell\Tartu,90.56,EUR,D
330,2020-05-09,Kristel,Transaction with Kristel,141.0,EUR,D
331,2020-05-09,Mihkel,Salary from Mihkel,4553.22,EUR,K
332,2020-05-10,Arno,Transaction with Arno,463.7,EUR,D
333,2020-05-10,Anneli,Transaction with Anneli,446.48,EUR,K
334,2020-05-11,Ülemiste Keskus\Antsla,'5555******4444 11.05.20  Ülemiste Keskus\Antsla,378.24,EUR,D
335,2020-05-11,Ilona,Transaction with Ilona,193.72,EUR,K
336,2020-05-11,Lindex\Kiviõli,'5555******4444 11.05.20  Lindex\Kiviõli,398.29,EUR,D
337,2020-05-12,Terminal Oil\Rapla,'5555******4444 12.05.20  Terminal Oil\Rapla,44.26,EUR,D
338,2020-05-13,Hannes,Transaction with Hannes,263.0,EUR,D
339,2020-05-14,Terminal Oil\Kuressaare,'5555******4444 14.05.20  Terminal Oil\Kuressaare,87.51,EUR,D
340,2020-05-14,ONOFF\Saue,'5555******4444 14.05.20  ONOFF\Saue,390.82,EUR,D
341,2020-05-14,Sadama Turg\Maardu,'5555******4444 14.05.20  Sadama Turg\Maardu,133.82,EUR,D
342,2020-05-14,Koduekstra\Kohtla-Järve,'5555******4444 14.05.20  Koduekstra\Kohtla-Järve,443.74,EUR,D
343,2020-05-15,Charlot\Loksa,'5555******4444 15.05.20  Charlot\Loksa,138.74,EUR,D
344,2020-05-15,Statoil\Püssi,'5555******4444 15.05.20  Statoil\Püssi,27.8,EUR,D
345,2020-05-15,Juhan,Transaction with Juhan,488.11,EUR,D
346,2020-05-15,Apollo e-pood\Jõgeva,'5555******4444 15.05.20  Apollo e-pood\Jõgeva,338.64,EUR,D
347,2020-05-15,Apollo e-pood\Kärdla,'5555******4444 15.05.20  Apollo e-pood\Kärdla,447.98,EUR,D
348,2020-05-16,Fama Keskus\Kärdla,'5555******4444 16.05.20  Fama Keskus\Kärdla,350.25,EUR,D
349,2020-05-16,AlkoExpress\Haapsalu,'5555******4444 16.05.20  AlkoExpress\Haapsalu,247.44,EUR,D
350,2020-05-16,Meelis,Transaction with Meelis,116.85,EUR,K
351,2020-05-17,Jysk\Kilingi-Nõmme,'5555******4444 17.05.20  Jysk\Kilingi-Nõmme,353.08,EUR,D
352,2020-05-17,Tallinna Kaubamaja\Jõgeva,'5555******4444 17.05.20  Tallinna Kaubamaja\Jõgeva,37.39,EUR,D
353,2020-05-17,Eva,Transaction with Eva,368.43,EUR,K
354,2020-05-17,Maxima\Kunda,'5555******4444 17.05.20  Maxima\Kunda,330.44,EUR,D
355,2020-05-21,Egle,Transaction with Egle,744.68,EUR,D
356,2020-05-21,Monton\Tallinn,'5555******4444 21.05.20  Monton\Tallinn,340.05,EUR,D
357,2020-05-21,Meelis,Salary from Meelis,4116.27,EUR,K
358,2020-05-22,Heino,Transaction with Heino,281.47,EUR,D
359,2020-05-22,Olerex\Võru,'5555******4444 22.05.20  Olerex\Võru,30.96,EUR,D
360,2020-05-22,Jetoil\Püssi,'5555******4444 22.05.20  Jetoil\Püssi,71.24,EUR,D
361,2020-05-22,Balticom\Kunda,'5555******4444 22.05.20  Balticom\Kunda,144.86,EUR,D
362,2020-05-23,Rasmus,Transaction with Rasmus,37.47,EUR,D
363,2020-05-23,Marleen,Transaction with Marleen,528.5,EUR,D
364,2020-05-24,Oomipood\Tõrva,'5555******4444 24.05.20  Oomipood\Tõrva,425.78,EUR,D
365,2020-05-24,Erki,Transaction with Erki,840.38,EUR,K
366,2020-05-26,Euro Oil\Luunja,'5555******4444 26.05.20  Euro Oil\Luunja,65.47,EUR,D
367,2020-05-26,Karl,Transaction with Karl,890.7,EUR,D
368,2020-05-26,Ülemiste Keskus\Tallinn,'5555******4444 26.05.20  Ülemiste Keskus\Tallinn,111.52,EUR,D
369,2020-05-26,Aivi,Salary from Aivi,3713.23,EUR,K
370,2020-05-26,Skanmööbel\Tapa,'5555******4444 26.05.20  Skanmööbel\Tapa,357.55,EUR,D
371,2020-05-27,Tallinna Kaubamaja\Paldiski,'5555******4444 27.05.20  Tallinna Kaubamaja\Paldiski,243.35,EUR,D
372,2020-05-29,Euro Oil\Kiviõli,'5555******4444 29.05.20  Euro Oil\Kiviõli,90.82,EUR,D
373,2020-05-29,Tondi Elektroonika\Keila,'5555******4444 29.05.20  Tondi Elektroonika\Keila,164.1,EUR,D
374,2020-05-30,Oliver,Transaction with Oliver,64.78,EUR,K
375,2020-05-30,Terminal Oil\Põltsamaa,'5555******4444 30.05.20  Terminal Oil\Põltsamaa,37.17,EUR,D
376,2020-05-30,Jetoil\Kose,'5555******4444 30.05.20  Jetoil\Kose,58.48,EUR,D
377,2020-05-31,Bauhof\Püssi,'5555******4444 31.05.20  Bauhof\Püssi,311.26,EUR,D
378,2020-06-01,Prisma e-shop\Valga,'5555******4444 01.06.20  Prisma e-shop\Valga,363.19,EUR,D
379,2020-06-01,Mööbliait\Luunja,'5555******4444 01.06.20  Mööbliait\Luunja,128.82,EUR,D
380,2020-06-01,K-rauta\Lohusuu,'5555******4444 01.06.20  K-rauta\Lohusuu,415.39,EUR,D
381,2020-06-01,Airi,Salary from Airi,3043.21,EUR,K
382,2020-06-02,Abakhan\Paldiski,'5555******4444 02.06.20  Abakhan\Paldiski,197.74,EUR,D
383,2020-06-02,Rimi\Jõhvi,'5555******4444 02.06.20  Rimi\Jõhvi,197.47,EUR,D
384,2020-06-04,Nõmme Turg\Elva,'5555******4444 04.06.20  Nõmme Turg\Elva,467.26,EUR,D
385,2020-06-04,Viktor,Transaction with Viktor,787.41,EUR,D
386,2020-06-04,Aivi,Transaction with Aivi,174.7,EUR,D
387,2020-06-04,Terminal Oil\Tartu,'5555******4444 04.06.20  Terminal Oil\Tartu,10.52,EUR,D
388,2020-06-05,Terminal Oil\Paldiski,'5555******4444 05.06.20  Terminal Oil\Paldiski,48.66,EUR,D
389,2020-06-05,Siret,Transaction with Siret,324.6,EUR,D
390,2020-06-06,Hansapost\Vastseliina,'5555******4444 06.06.20  Hansapost\Vastseliina,123.51,EUR,D
391,2020-06-06,Prisma e-shop\Kärdla,'5555******4444 06.06.20  Prisma e-shop\Kärdla,111.2,EUR,D
392,2020-06-06,Jysk e-pood\Kunda,'5555******4444 06.06.20  Jysk e-pood\Kunda,389.86,EUR,D
393,2020-06-06,Oliver,Transaction with Oliver,383.81,EUR,K
394,2020-06-06,Jetoil\Kunda,'5555******4444 06.06.20  Jetoil\Kunda,74.64,EUR,D
395,2020-06-08,ABC King\Viljandi,'5555******4444 08.06.20  ABC King\Viljandi,259.74,EUR,D
396,2020-06-08,Toomas,Transaction with Toomas,995.39,EUR,D
397,2020-06-08,Kadri,Transaction with Kadri,202.4,EUR,K
398,2020-06-09,Kangadzungel\Maardu,'5555******4444 09.06.20  Kangadzungel\Maardu,473.94,EUR,D
399,2020-06-09,Erik,Transaction with Erik,177.27,EUR,K
400,2020-06-09,Circle K\Põlva,'5555******4444 09.06.20  Circle K\Põlva,74.1,EUR,D
401,2020-06-09,Euro Oil\Kohtla-Järve,'5555******4444 09.06.20  Euro Oil\Kohtla-Järve,97.7,EUR,D
402,2020-06-09,Evelin,Transaction with Evelin,860.45,EUR,K
403,2020-06-11,Olerex\Kilingi-Nõmme,'5555******4444 11.06.20  Olerex\Kilingi-Nõmme,48.04,EUR,D
404,2020-06-11,Rimi e-pood\Põlva,'5555******4444 11.06.20  Rimi e-pood\Põlva,303.91,EUR,D
405,2020-06-11,Matkamaailm\Keila,'5555******4444 11.06.20  Matkamaailm\Keila,199.49,EUR,D
406,2020-06-12,Viru Keskus\Vastseliina,'5555******4444 12.06.20  Viru Keskus\Vastseliina,487.9,EUR,D
407,2020-06-12,Circle K\Maardu,'5555******4444 12.06.20  Circle K\Maardu,65.12,EUR,D
408,2020-06-13,Rimi\Kärdla,'5555******4444 13.06.20  Rimi\Kärdla,257.88,EUR,D
409,2020-06-13,Terminal Oil\Kärdla,'5555******4444 13.06.20  Terminal Oil\Kärdla,22.79,EUR,D
410,2020-06-13,Jetoil\Võru,'5555******4444 13.06.20  Jetoil\Võru,29.21,EUR,D
411,2020-06-13,Neste\Tõrva,'5555******4444 13.06.20  Neste\Tõrva,26.0,EUR,D
412,2020-06-15,Statoil\Tartu,'5555******4444 15.06.20  Statoil\Tartu,81.52,EUR,D
413,2020-06-15,Jetoil\Lohusuu,'5555******4444 15.06.20  Jetoil\Lohusuu,35.54,EUR,D
414,2020-06-15,Kurepesa\Luunja,'5555******4444 15.06.20  Kurepesa\Luunja,84.0,EUR,D
415,2020-06-16,Toomas,Transaction with Toomas,805.66,EUR,K
416,2020-06-16,Home Decor\Põltsamaa,'5555******4444 16.06.20  Home Decor\Põltsamaa,475.15,EUR,D
417,2020-06-16,Circle K\Tabasalu,'5555******4444 16.06.20  Circle K\Tabasalu,49.59,EUR,D
418,2020-06-16,Ilona,Salary from Ilona,3483.27,EUR,K
419,2020-06-16,ONOFF\Tabasalu,'5555******4444 16.06.20  ONOFF\Tabasalu,465.77,EUR,D
420,2020-06-17,Photopoint\Võsu,'5555******4444 17.06.20  Photopoint\Võsu,344.96,EUR,D
421,2020-06-18,Olerex\Jõhvi,'5555******4444 18.06.20  Olerex\Jõhvi,89.58,EUR,D
422,2020-06-18,Annika,Transaction with Annika,612.93,EUR,K
423,2020-06-19,Linda,Transaction with Linda,591.85,EUR,K
424,2020-06-19,Aivar,Transaction with Aivar,782.1,EUR,D
425,2020-06-19,Euro Oil\Tapa,'5555******4444 19.06.20  Euro Oil\Tapa,62.95,EUR,D
426,2020-06-19,Fama Keskus\Luunja,'5555******4444 19.06.20  Fama Keskus\Luunja,194.7,EUR,D
427,2020-06-20,Kristel,Salary from Kristel,2104.05,EUR,K
428,2020-06-20,PetCity e-pood\Elva,'5555******4444 20.06.20  PetCity e-pood\Elva,395.08,EUR,D
429,2020-06-20,Olerex\Rakvere,'5555******4444 20.06.20  Olerex\Rakvere,53.36,EUR,D
430,2020-06-20,Merle,Transaction with Merle,574.94,EUR,K
431,2020-06-20,Selver\Kose,'5555******4444 20.06.20  Selver\Kose,313.82,EUR,D
432,2020-06-21,Jetoil\Võhma,'5555******4444 21.06.20  Jetoil\Võhma,84.44,EUR,D
433,2020-06-21,Euro Oil\Haapsalu,'5555******4444 21.06.20  Euro Oil\Haapsalu,55.52,EUR,D
434,2020-06-21,Eesti Energia\Põlva,'5555******4444 21.06.20  Eesti Energia\Põlva,141.97,EUR,D
435,2020-06-21,Neste\Saue,'5555******4444 21.06.20  Neste\Saue,64.04,EUR,D
436,2020-06-24,Olerex\Tabasalu,'5555******4444 24.06.20  Olerex\Tabasalu,78.97,EUR,D
437,2020-06-24,Argo,Transaction with Argo,293.1,EUR,D
438,2020-06-24,Magaziin\Kiviõli,'5555******4444 24.06.20  Magaziin\Kiviõli,171.93,EUR,D
439,2020-06-24,Janek,Salary from Janek,1921.35,EUR,K
440,2020-06-24,Hansapost e-pood\Püssi,'5555******4444 24.06.20  Hansapost e-pood\Püssi,273.93,EUR,D
441,2020-06-25,Circle K\Tabasalu,'5555******4444 25.06.20  Circle K\Tabasalu,43.99,EUR,D
442,2020-06-25,Olerex\Kohtla-Järve,'5555******4444 25.06.20  Olerex\Kohtla-Järve,29.51,EUR,D
443,2020-06-25,Hansaplant\Muhu,'5555******4444 25.06.20  Hansaplant\Muhu,476.27,EUR,D
444,2020-06-26,Skanmööbel\Lääne-Nigula,'5555******4444 26.06.20  Skanmööbel\Lääne-Nigula,351.87,EUR,D
445,2020-06-26,Expert\Viljandi,'5555******4444 26.06.20  Expert\Viljandi,121.43,EUR,D
446,2020-06-26,Liviko\Püssi,'5555******4444 26.06.20  Liviko\Püssi,17.32,EUR,D
447,2020-06-27,Maarika,Transaction with Maarika,832.49,EUR,D
448,2020-06-28,Neste\Laagri,'5555******4444 28.06.20  Neste\Laagri,49.16,EUR,D
449,2020-06-28,Maxima e-pood\Kuressaare,'5555******4444 28.06.20  Maxima e-pood\Kuressaare,164.24,EUR,D
450,2020-06-28,Ehe ja Ehtne\Kohtla-Järve,'5555******4444 28.06.20  Ehe ja Ehtne\Kohtla-Järve,199.15,EUR,D
451,2020-06-28,Selver\Valga,'5555******4444 28.06.20  Selver\Valga,275.94,EUR,D
452,2020-06-29,Kertu,Transaction with Kertu,178.15,EUR,D
453,2020-06-29,Gjensidige\Tartu,'5555******4444 29.06.20  Gjensidige\Tartu,109.09,EUR,D
454,2020-06-29,Rahva Raamat\Luunja,'5555******4444 29.06.20  Rahva Raamat\Luunja,211.3,EUR,D
455,2020-06-29,Jetoil\Vastseliina,'5555******4444 29.06.20  Jetoil\Vastseliina,21.95,EUR,D
456,2020-06-29,Ivo Nikkolo\Vastseliina,'5555******4444 29.06.20  Ivo Nikkolo\Vastseliina,123.87,EUR,D
457,2020-07-01,Eesti Energia\Narva,'5555******4444 01.07.20  Eesti Energia\Narva,198.34,EUR,D
458,2020-07-01,Motonet\Viljandi,'5555******4444 01.07.20  Motonet\Viljandi,371.12,EUR,D
459,2020-07-01,Kersti,Transaction with Kersti,199.07,EUR,D
460,2020-07-01,Olerex\Võsu,'5555******4444 01.07.20  Olerex\Võsu,26.48,EUR,D
461,2020-07-01,PetCenter\Otepää,'5555******4444 01.07.20  PetCenter\Otepää,230.79,EUR,D
462,2020-07-02,Grete,Transaction with Grete,175.17,EUR,D
463,2020-07-02,Sõbralt Sõbrale\Lääne-Nigula,'5555******4444 02.07.20  Sõbralt Sõbrale\Lääne-Nigula,98.45,EUR,D
464,2020-07-02,Rahva Raamat e-pood\Tapa,'5555******4444 02.07.20  Rahva Raamat e-pood\Tapa,490.2,EUR,D
465,2020-07-02,Alexela Energia\Tartu,'5555******4444 02.07.20  Alexela Energia\Tartu,162.52,EUR,D
466,2020-07-03,Gasum\Saku,'5555******4444 03.07.20  Gasum\Saku,159.39,EUR,D
467,2020-07-03,Statoil\Tapa,'5555******4444 03.07.20  Statoil\Tapa,83.16,EUR,D
468,2020-07-03,Alexela Energia\Põlva,'5555******4444 03.07.20  Alexela Energia\Põlva,186.4,EUR,D
469,2020-07-04,Nõmme Turg\Lääne-Nigula,'5555******4444 04.07.20  Nõmme Turg\Lääne-Nigula,215.16,EUR,D
470,2020-07-04,K-rauta\Tartu,'5555******4444 04.07.20  K-rauta\Tartu,475.3,EUR,D
471,2020-07-04,Hannes,Transaction with Hannes,658.45,EUR,K
472,2020-07-04,Euro Oil\Tallinn,'5555******4444 04.07.20  Euro Oil\Tallinn,30.0,EUR,D
473,2020-07-05,Aatrium\Muhu,'5555******4444 05.07.20  Aatrium\Muhu,336.73,EUR,D
474,2020-07-05,ABC King\Narva,'5555******4444 05.07.20  ABC King\Narva,419.25,EUR,D
475,2020-07-05,Euro Oil\Võhma,'5555******4444 05.07.20  Euro Oil\Võhma,73.39,EUR,D
476,2020-07-05,Decora\Lääne-Nigula,'5555******4444 05.07.20  Decora\Lääne-Nigula,253.37,EUR,D
477,2020-07-05,Balti Jaama Turg\Rapla,'5555******4444 05.07.20  Balti Jaama Turg\Rapla,307.93,EUR,D
478,2020-07-06,Statoil\Saku,'5555******4444 06.07.20  Statoil\Saku,85.22,EUR,D
479,2020-07-06,Apollo Raamatud\Tartu,'5555******4444 06.07.20  Apollo Raamatud\Tartu,42.85,EUR,D
480,2020-07-06,ONOFF\Viljandi,'5555******4444 06.07.20  ONOFF\Viljandi,266.91,EUR,D
481,2020-07-06,Euro Oil\Paide,'5555******4444 06.07.20  Euro Oil\Paide,17.5,EUR,D
482,2020-07-09,Andres,Salary from Andres,1556.49,EUR,K
483,2020-07-10,Tactical Foodpack\Paide,'5555******4444 10.07.20  Tactical Foodpack\Paide,292.1,EUR,D
484,2020-07-11,Rimi e-pood\Sillamäe,'5555******4444 11.07.20  Rimi e-pood\Sillamäe,123.29,EUR,D
485,2020-07-13,Sõbralt Sõbrale\Püssi,'5555******4444 13.07.20  Sõbralt Sõbrale\Püssi,244.92,EUR,D
486,2020-07-13,Katrin,Transaction with Katrin,99.27,EUR,D
487,2020-07-14,ONOFF\Kärdla,'5555******4444 14.07.20  ONOFF\Kärdla,39.98,EUR,D
488,2020-07-14,Baltman\Narva,'5555******4444 14.07.20  Baltman\Narva,464.05,EUR,D
489,2020-07-15,Airi,Salary from Airi,2848.07,EUR,K
490,2020-07-15,Maxima e-pood\Pärnu,'5555******4444 15.07.20  Maxima e-pood\Pärnu,355.89,EUR,D
491,2020-07-15,PetCenter\Otepää,'5555******4444 15.07.20  PetCenter\Otepää,272.48,EUR,D
492,2020-07-15,Home4You\Tapa,'5555******4444 15.07.20  Home4You\Tapa,428.09,EUR,D
493,2020-07-16,Katrin,Transaction with Katrin,94.69,EUR,K
494,2020-07-17,Lindex\Paldiski,'5555******4444 17.07.20  Lindex\Paldiski,390.06,EUR,D
495,2020-07-18,Statoil\Kärdla,'5555******4444 18.07.20  Statoil\Kärdla,77.4,EUR,D
496,2020-07-20,ProShop\Tartu,'5555******4444 20.07.20  ProShop\Tartu,37.04,EUR,D
497,2020-07-20,Circle K\Haapsalu,'5555******4444 20.07.20  Circle K\Haapsalu,43.34,EUR,D
498,2020-07-20,Ivo Nikkolo\Paide,'5555******4444 20.07.20  Ivo Nikkolo\Paide,100.68,EUR,D
499,2020-07-20,T1 Mall of Tallinn\Maardu,'5555******4444 20.07.20  T1 Mall of Tallinn\Maardu,126.12,EUR,D
500,2020-07-20,Neste\Haapsalu,'5555******4444 20.07.20  Neste\Haapsalu,20.07,EUR,D
501,2020-07-21,ProShop\Loksa,'5555******4444 21.07.20  ProShop\Loksa,333.89,EUR,D
502,2020-07-21,Hortes\Viljandi,'5555******4444 21.07.20  Hortes\Viljandi,263.75,EUR,D
503,2020-07-21,T1 Mall of Tallinn\Jõgeva,'5555******4444 21.07.20  T1 Mall of Tallinn\Jõgeva,61.5,EUR,D
504,2020-07-21,Eeden Keskus\Vastseliina,'5555******4444 21.07.20  Eeden Keskus\Vastseliina,400.05,EUR,D
505,2020-07-21,Tuuli,Transaction with Tuuli,509.22,EUR,K
506,2020-07-22,E-Selver\Võsu,'5555******4444 22.07.20  E-Selver\Võsu,94.7,EUR,D
507,2020-07-22,Euro Oil\Paldiski,'5555******4444 22.07.20  Euro Oil\Paldiski,96.68,EUR,D
508,2020-07-22,Photopoint\Maardu,'5555******4444 22.07.20  Photopoint\Maardu,232.76,EUR,D
509,2020-07-22,ZooPlan\Kiviõli,'5555******4444 22.07.20  ZooPlan\Kiviõli,233.05,EUR,D
510,2020-07-23,Klick\Sillamäe,'5555******4444 23.07.20  Klick\Sillamäe,242.67,EUR,D
511,2020-07-24,PetCity\Tõrva,'5555******4444 24.07.20  PetCity\Tõrva,482.7,EUR,D
512,2020-07-24,Inges Kindlustus\Kilingi-Nõmme,'5555******4444 24.07.20  Inges Kindlustus\Kilingi-Nõmme,100.84,EUR,D
513,2020-07-24,Kadri,Salary from Kadri,4332.45,EUR,K
514,2020-07-25,Autoekspert\Lihula,'5555******4444 25.07.20  Autoekspert\Lihula,336.97,EUR,D
515,2020-07-25,Aatrium\Tapa,'5555******4444 25.07.20  Aatrium\Tapa,459.13,EUR,D
516,2020-07-26,Lindex\Kohtla-Järve,'5555******4444 26.07.20  Lindex\Kohtla-Järve,155.9,EUR,D
517,2020-07-26,Decora\Võsu,'5555******4444 26.07.20  Decora\Võsu,79.92,EUR,D
518,2020-07-26,Kaja,Transaction with Kaja,721.94,EUR,D
519,2020-07-26,Tactical Foodpack\Tartu,'5555******4444 26.07.20  Tactical Foodpack\Tartu,17.52,EUR,D
520,2020-07-26,Euronics\Kunda,'5555******4444 26.07.20  Euronics\Kunda,63.24,EUR,D
521,2020-07-27,Maxima e-pood\Tapa,'5555******4444 27.07.20  Maxima e-pood\Tapa,80.14,EUR,D
522,2020-07-27,Põnnipesa\Põltsamaa,'5555******4444 27.07.20  Põnnipesa\Põltsamaa,472.8,EUR,D
523,2020-07-27,Inges Kindlustus\Abja-Paluoja,'5555******4444 27.07.20  Inges Kindlustus\Abja-Paluoja,44.56,EUR,D
524,2020-07-27,Helen,Transaction with Helen,770.87,EUR,K
525,2020-07-27,PetCenter\Vastseliina,'5555******4444 27.07.20  PetCenter\Vastseliina,493.67,EUR,D
526,2020-07-28,Baltman\Türi,'5555******4444 28.07.20  Baltman\Türi,381.01,EUR,D
527,2020-07-28,Inges Kindlustus\Kose,'5555******4444 28.07.20  Inges Kindlustus\Kose,84.89,EUR,D
528,2020-07-28,Airi,Transaction with Airi,240.91,EUR,D
529,2020-07-30,Anneli,Transaction with Anneli,646.68,EUR,K
530,2020-07-30,ZooPlan\Türi,'5555******4444 30.07.20  ZooPlan\Türi,178.27,EUR,D
531,2020-07-31,Tactical Foodpack\Jõhvi,'5555******4444 31.07.20  Tactical Foodpack\Jõhvi,430.97,EUR,D
532,2020-08-01,Neste\Haapsalu,'5555******4444 01.08.20  Neste\Haapsalu,37.23,EUR,D
533,2020-08-01,Euro Oil\Põlva,'5555******4444 01.08.20  Euro Oil\Põlva,18.08,EUR,D
534,2020-08-01,Tuuli,Salary from Tuuli,3277.13,EUR,K
535,2020-08-01,Fixus\Kiviõli,'5555******4444 01.08.20  Fixus\Kiviõli,139.08,EUR,D
536,2020-08-01,Alexela\Otepää,'5555******4444 01.08.20  Alexela\Otepää,77.52,EUR,D
537,2020-08-02,Rene,Transaction with Rene,83.29,EUR,K
538,2020-08-02,Cropp\Lääne-Nigula,'5555******4444 02.08.20  Cropp\Lääne-Nigula,15.42,EUR,D
539,2020-08-03,Rocca al Mare Kaubanduskeskus\Muhu,'5555******4444 03.08.20  Rocca al Mare Kaubanduskeskus\Muhu,225.08,EUR,D
540,2020-08-03,Kaubamaja e-pood\Lohusuu,'5555******4444 03.08.20  Kaubamaja e-pood\Lohusuu,178.28,EUR,D
